SNP	est	stderr
chr1.1119172.G.A	-0.0654061415202243	0.0654061379291642
chr1.1423343.G.T	0.190386805592012	0.190386809336004
chr1.3522693.A.G	-0.11205843777915	0.112058432554074
chr1.3578156.G.A	-0.211629169983791	0.211629167855491
chr1.7555849.G.A	0.000753355580777039	0.000753356561321982
chr1.7656708.C.T	0.0230432638697476	0.0230432650116475
chr1.13976665.A.G	0.0460038527188778	0.0460038533916717
chr1.14998146.C.T	0.251890419859633	0.251890423538833
chr1.16141429.G.T	-0.127138183152496	0.127138182506826
chr1.17339644.G.A	0.00613053056377336	0.00613053324943382
chr1.19097071.T.C	-0.00804339574313414	0.0080433949421269
chr1.19460628.G.T	-0.155921688452967	0.155921687274897
chr1.20325961.G.A	-0.096043612506892	0.0960436110989176
chr1.22167765.A.G	-0.184094644038305	0.184094642559721
chr1.30015493.T.C	0.174431574214673	0.174431575190256
chr1.37446788.C.T	-0.0481729813384174	0.048172980370815
chr1.39880101.G.A	0.204318463474089	0.204318464952152
chr1.47010925.C.A	-0.127556523621502	0.127556522215067
chr1.47759624.A.G	-0.189185618207445	0.189185617277118
chr1.53529308.C.T	0.0412369448613756	0.0412369503275511
chr1.53803200.C.G	-0.0926370273185758	0.0926370258291412
chr1.55860667.T.C	0.155185838302713	0.15518583976889
chr1.58422155.C.T	0.126011035979832	0.126011037083742
chr1.60929432.C.T	0.163908436885779	0.163908437496984
chr1.61543250.G.A	-0.101878195774767	0.101878194741302
chr1.62531865.A.G	0.0723075415265962	0.0723075477816387
chr1.62804887.A.C	0.128266945062855	0.128266947365853
chr1.63986687.A.G	-0.0571868510060199	0.0571868494958962
chr1.69821719.C.A	-0.126375634723246	0.126375633960918
chr1.72386700.G.A	0.183772797384087	0.183772802990647
chr1.76159454.T.C	-0.167193201243429	0.167193199433002
chr1.85262005.C.T	-0.0207919870344349	0.0207919822629641
chr1.91160584.G.A	-0.0285975172065543	0.028597516833848
chr1.91817503.T.C	0.0856788548140617	0.0856788559769597
chr1.99610221.A.T	0.104684314469981	0.104684315044842
chr1.101377382.T.C	-0.0353855498938281	0.035385548670191
chr1.102216024.A.G	-0.086859168422224	0.0868591675330691
chr1.103197038.T.C	-0.250846135682658	0.250846132809849
chr1.105600504.G.T	0.0528293358692404	0.052829337231943
chr1.116729807.A.G	0.162337550020617	0.162337551238885
chr1.147504327.C.T	0.129207865004569	0.129207866347716
chr1.151785367.G.A	-0.126132507523424	0.126132505152537
chr1.153350743.T.G	0.0834512421608731	0.0834512462971827
chr1.160512729.G.A	-0.0633495200789737	0.0633495179514059
chr1.161251787.C.A	0.120531066052774	0.120531068347204
chr1.165250987.T.G	-0.133102513386347	0.133102511896386
chr1.168766329.A.T	0.0990481799398694	0.099048181407226
chr1.173755709.T.C	-0.170471921799327	0.170471912381998
chr1.175292296.G.T	0.166685230980576	0.166685234239088
chr1.178260093.C.T	0.22348877924474	0.223488781547453
chr1.178697199.A.G	0.0589976760295384	0.0589976840959752
chr1.179787504.C.T	0.0394749894899634	0.0394749909620042
chr1.182299075.G.A	-0.220967681704345	0.220967678294894
chr1.183111880.G.C	0.0958635843573266	0.0958635853925152
chr1.186252898.G.A	0.011918863147924	0.0119188641577813
chr1.187303887.T.C	0.0805049162494332	0.0805049182876456
chr1.188252978.A.G	-0.063157567808244	0.0631575657673043
chr1.192014728.A.C	-0.144600249542092	0.144600248317508
chr1.193474027.G.A	-0.128015521275708	0.128015520870006
chr1.195541479.C.G	-0.0726824294215784	0.072682429094069
chr1.195890547.C.T	-0.0433496328218626	0.0433496316798614
chr1.196036941.C.T	-0.0221135998708476	0.0221135992356195
chr1.196410185.C.T	0.0581577783634509	0.0581577815669521
chr1.199346203.A.G	0.129944700230935	0.12994470316674
chr1.199581768.G.A	0.073558495349057	0.0735584962372461
chr1.201310712.C.G	0.25408954858772	0.254089551817129
chr1.204449761.C.T	0.211788534928768	0.211788536289694
chr1.216553519.C.T	0.0438434309280121	0.0438434354421464
chr1.217097772.T.A	0.0803185128616318	0.0803185149561256
chr1.219062760.A.G	0.0694892630747302	0.0694892641919181
chr1.220705910.C.T	0.0496190525577401	0.049619053922554
chr1.235086422.C.T	0.0545651983731932	0.0545651992871708
chr1.238505302.C.T	-0.141870370369603	0.141870366960165
chr1.241241361.A.T	-0.161275639345945	0.161275637039689
chr1.243383652.A.C	-0.253703941058881	0.253703938489085
chr1.246107211.T.C	-0.123545777066552	0.12354577572262
