SNP	est	stderr
chr1.1119172.G.A	0.114944090488994	0.114944101553965
chr1.1423343.G.T	-0.313992548060867	0.313992537758883
chr1.3522693.A.G	0.0893970970288999	0.0893971118753869
chr1.3578156.G.A	0.292950609621281	0.292950616283389
chr1.7555849.G.A	0.095258238096786	0.0952582411271252
chr1.7656708.C.T	-0.101730335581858	0.101730332347784
chr1.13976665.A.G	-0.0385720408580078	0.0385720390927886
chr1.14998146.C.T	-0.101366695308254	0.101366684957735
chr1.16141429.G.T	0.101916943700984	0.101916945486643
chr1.17339644.G.A	-0.142839923924775	0.142839916691398
chr1.19097071.T.C	-0.0192442138384146	0.0192442117064846
chr1.19460628.G.T	0.0662430409080869	0.0662430441703818
chr1.20325961.G.A	0.137169869104735	0.137169873976768
chr1.22167765.A.G	0.197958016737588	0.19795802094595
chr1.30015493.T.C	-0.166685327133862	0.166685324670995
chr1.37446788.C.T	-0.0227190804035458	0.0227190777887444
chr1.39880101.G.A	-0.262105410183053	0.262105406197723
chr1.47010925.C.A	0.144648036445276	0.144648040047888
chr1.47759624.A.G	0.327706182914398	0.327706185466909
chr1.53529308.C.T	0.0854692825793373	0.0854693001908975
chr1.53803200.C.G	0.202857076041465	0.202857080228559
chr1.55860667.T.C	-0.0290499206831092	0.0290499165849678
chr1.58422155.C.T	-0.135158522731841	0.135158519314778
chr1.60929432.C.T	-0.392621060461487	0.392621058071256
chr1.61543250.G.A	0.131514102797156	0.131514105782171
chr1.62531865.A.G	-0.110645322825448	0.110645303675662
chr1.62804887.A.C	-0.173991814525524	0.17399180888355
chr1.63986687.A.G	0.114606276664487	0.114606280606252
chr1.69821719.C.A	0.104684244796096	0.104684247044228
chr1.72386700.G.A	0.0902036796531499	0.0902036963399989
chr1.76159454.T.C	0.161371379681921	0.161371384803938
chr1.85262005.C.T	0.285620220753478	0.285620234833842
chr1.91160584.G.A	0.0655639112178792	0.0655639124108259
chr1.91817503.T.C	-0.172307235657805	0.172307232580602
chr1.99610221.A.T	-0.227048790388761	0.227048788977641
chr1.101377382.T.C	0.0310318403785083	0.031031843765025
chr1.102216024.A.G	0.148229968742987	0.148229971315477
chr1.103197038.T.C	0.365571002138846	0.365571010164998
chr1.105600504.G.T	-0.121552226705279	0.121552222744966
chr1.116729807.A.G	-0.328297227396365	0.328297224144436
chr1.147504327.C.T	-0.0998442495655365	0.0998442455218225
chr1.151785367.G.A	0.18311968076825	0.183119687076547
chr1.153350743.T.G	-0.161503419575974	0.161503407524476
chr1.160512729.G.A	0.13456714664933	0.134567151761054
chr1.161251787.C.A	-0.34757241285967	0.347572406058052
chr1.165250987.T.G	0.103480626326582	0.103480630051561
chr1.168766329.A.T	-0.135026148211678	0.135026144248641
chr1.173755709.T.C	0.246939892360603	0.246939916390918
chr1.175292296.G.T	-0.364004676098486	0.364004667299751
chr1.178260093.C.T	-0.19300831059777	0.193008304038273
chr1.178697199.A.G	-0.046251640224865	0.0462516194485055
chr1.179787504.C.T	-0.155145662336127	0.155145658177851
chr1.182299075.G.A	0.372897082075268	0.37289709192675
chr1.183111880.G.C	-0.0793007620772947	0.0793007594305861
chr1.186252898.G.A	0.0629827959207696	0.062982798470432
chr1.187303887.T.C	-0.160980519844614	0.160980514276554
chr1.188252978.A.G	-0.00307971408022288	0.00307970838722499
chr1.192014728.A.C	0.364449056732602	0.364449060140897
chr1.193474027.G.A	0.23750406545328	0.237504066452737
chr1.195541479.C.G	0.228554687463934	0.228554688511541
chr1.195890547.C.T	0.00265699028569811	0.00265699366586273
chr1.196036941.C.T	-0.0889738102879943	0.0889738080928522
chr1.196410185.C.T	-0.324357055984152	0.324357045936654
chr1.199346203.A.G	-0.268332872818135	0.268332863404218
chr1.199581768.G.A	0.00100521049737726	0.00100521296068409
chr1.201310712.C.G	-0.260714745429374	0.260714736461554
chr1.204449761.C.T	-0.313609643103047	0.313609638459531
chr1.216553519.C.T	-0.0643487911059624	0.06434877631319
chr1.217097772.T.A	-0.148383247586799	0.14838324166298
chr1.219062760.A.G	-0.11304033297781	0.113040329921667
chr1.220705910.C.T	-0.138511403211877	0.138511399374463
chr1.235086422.C.T	-0.157881301499152	0.157881299228079
chr1.238505302.C.T	0.234642113097809	0.234642123595432
chr1.241241361.A.T	0.386455108956318	0.386455116426877
chr1.243383652.A.C	0.297836820847332	0.297836827568299
chr1.246107211.T.C	0.291629977907567	0.291629981692649
