SNP	est	stderr
chr1.1119172.G.A	0.00168455578013916	0.200946026781186
chr1.1423343.G.T	0.0126464601980071	0.361685918100647
chr1.3522693.A.G	0.446368783953067	0.40255063474313
chr1.3578156.G.A	0.40498588057147	0.288961940259835
chr1.7555849.G.A	-0.346830508802119	0.23884895534078
chr1.7656708.C.T	0.270922017471754	0.325211010384173
chr1.13976665.A.G	-0.243081805492134	0.213865431151015
chr1.14998146.C.T	-1.16230514667447	0.542379481929623
chr1.16141429.G.T	0.452764788932215	0.244997250747198
chr1.17339644.G.A	0.341713898385571	0.323468170316212
chr1.19097071.T.C	0.0717425829631718	0.218404640304976
chr1.19460628.G.T	0.593494013885136	0.254799718851825
chr1.20325961.G.A	0.128352072012216	0.268840790674915
chr1.22167765.A.G	0.524782562252523	0.270421822569233
chr1.30015493.T.C	-0.593651604908654	0.315037764743497
chr1.37446788.C.T	0.402102044953401	0.260032961999493
chr1.39880101.G.A	-0.335077949991236	0.332801580725824
chr1.47010925.C.A	0.242648990981022	0.298903328073742
chr1.47759624.A.G	0.00367500337891631	0.219375400230069
chr1.53529308.C.T	-0.562158269161358	0.447600410218712
chr1.53803200.C.G	-0.0363009600954325	0.275722710580487
chr1.55860667.T.C	-0.843240296108368	0.366535926069944
chr1.58422155.C.T	-0.309986720110209	0.253060152310685
chr1.60929432.C.T	0.230061093985164	0.316726656662993
chr1.61543250.G.A	0.236983753941723	0.224380028504258
chr1.62531865.A.G	-0.0626094281160434	0.42143580498896
chr1.62804887.A.C	-0.207412133300618	0.370622749466132
chr1.63986687.A.G	0.0815641417716161	0.329652198516317
chr1.69821719.C.A	0.377327938530477	0.25456914157428
chr1.72386700.G.A	-1.13448134165455	0.490367988517856
chr1.76159454.T.C	0.406450480757787	0.267722011082438
chr1.85262005.C.T	-0.796706458005002	0.597113349267679
chr1.91160584.G.A	-0.0471290307496652	0.221338096603501
chr1.91817503.T.C	-0.0210588167502277	0.26553940200642
chr1.99610221.A.T	0.125421902004369	0.246492765498731
chr1.101377382.T.C	0.146690303040088	0.265690899173609
chr1.102216024.A.G	0.00975795168034748	0.335102674254973
chr1.103197038.T.C	0.269079796504079	0.316441948352252
chr1.105600504.G.T	-0.00895500088003909	0.24173679877327
chr1.116729807.A.G	0.105977594180335	0.281979205361719
chr1.147504327.C.T	-0.460720336830276	0.341516055754164
chr1.151785367.G.A	0.225046963003885	0.359828496252068
chr1.153350743.T.G	0.0754122712995727	0.469926309257847
chr1.160512729.G.A	-0.122825879462286	0.367995907329322
chr1.161251787.C.A	0.42057681597311	0.335052410162958
chr1.165250987.T.G	0.504705032072352	0.262736748595658
chr1.168766329.A.T	-0.172823207463224	0.339078250566922
chr1.173755709.T.C	0.236544966265189	0.482906149724637
chr1.175292296.G.T	0.132918351966378	0.405420770397628
chr1.178260093.C.T	-0.733279371893358	0.368839563962874
chr1.178697199.A.G	-0.228943554256529	0.840855777624613
chr1.179787504.C.T	0.198514585719435	0.221646742969186
chr1.182299075.G.A	0.0381364227896627	0.414656506485925
chr1.183111880.G.C	-0.334651876519936	0.285105516831543
chr1.186252898.G.A	-0.339406956693877	0.24772138800174
chr1.187303887.T.C	0.0763440473012484	0.27722003069491
chr1.188252978.A.G	0.413421049602445	0.276248096222732
chr1.192014728.A.C	-0.243298220699902	0.255881851431283
chr1.193474027.G.A	-0.0318229041551096	0.235039146509853
chr1.195541479.C.G	-0.290790533893944	0.223975753750318
chr1.195890547.C.T	0.337185046276502	0.313791798088606
chr1.196036941.C.T	0.370943311187486	0.217345512881322
chr1.196410185.C.T	0.573080833230373	0.315092349773804
chr1.199346203.A.G	0.00672635408503693	0.280487236395858
chr1.199581768.G.A	-0.560915586537247	0.27325167383966
chr1.201310712.C.G	-0.805905203378051	0.463174717994995
chr1.204449761.C.T	-0.29969519603628	0.305762953765865
chr1.216553519.C.T	-0.0634097234115402	0.666587974634767
chr1.217097772.T.A	0.0398834235488241	0.349414685477572
chr1.219062760.A.G	-0.0182271170994907	0.242938135903692
chr1.220705910.C.T	0.20571124978445	0.270592275475072
chr1.235086422.C.T	0.158341551138536	0.275041227502477
chr1.238505302.C.T	0.235647410034029	0.417188375179508
chr1.241241361.A.T	-0.204091271358648	0.374586363178047
chr1.243383652.A.C	0.383254673220297	0.253124449776737
chr1.246107211.T.C	-0.141930699973006	0.217789171560963
